R,partition_type,ordered_assignments,symmetry_assignment_orbits,within_fiber_pairs,spreading_deficit_to_27,zero_fibers,max_group_size,no_spreading_filter_pass,exact3_tiling_candidate,exact3_tiling_surviving_assignment_orbits,example_surviving_assignment,example_shape_witness,provenance
12,"(3,2,2,2,1,1,1,0,0)",5040,146,6,21,2,3,False,True,146,"(3,2,2,2,1,1,1,0,0)","f[0,0]/3: 1x1:3 | f[0,1]/2: 1x1:2 | f[0,2]/2: 1x1:2 | f[1,0]/2: 2x1:2 | f[1,1]/1: 2x2:1 | f[1,2]/1: 3x2:1 | f[2,0]/1: 2x3:1",EXACT_DERIVED
12,"(3,2,2,2,2,1,0,0,0)",2520,73,7,20,3,3,False,True,73,"(3,2,2,2,2,1,0,0,0)","f[0,0]/3: 1x1:3 | f[0,1]/2: 1x1:2 | f[0,2]/2: 1x1:2 | f[1,0]/2: 2x1:2 | f[1,1]/2: 2x2:1; 2x3:1 | f[1,2]/1: 3x2:1",EXACT_DERIVED
12,"(3,3,1,1,1,1,1,1,0)",252,10,6,21,1,3,False,True,10,"(3,3,1,1,1,1,1,1,0)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:2; 1x2:1 | f[0,2]/1: 1x1:1 | f[1,0]/1: 2x1:1 | f[1,1]/1: 2x1:1 | f[1,2]/1: 3x1:1 | f[2,0]/1: 2x3:1 | f[2,1]/1: 2x3:1",EXACT_DERIVED
12,"(3,3,2,1,1,1,1,0,0)",3780,114,7,20,2,3,False,True,114,"(3,3,2,1,1,1,1,0,0)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/2: 1x1:2 | f[1,0]/1: 2x2:1 | f[1,1]/1: 2x3:1 | f[1,2]/1: 3x1:1 | f[2,0]/1: 2x3:1",EXACT_DERIVED
12,"(3,3,2,2,1,1,0,0,0)",7560,226,8,19,3,3,False,True,226,"(3,3,2,2,1,1,0,0,0)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/2: 1x1:2 | f[1,0]/2: 2x2:1; 2x3:1 | f[1,1]/1: 2x3:1 | f[1,2]/1: 3x1:1",EXACT_DERIVED
12,"(3,3,2,2,2,0,0,0,0)",1260,43,9,18,4,3,False,True,43,"(3,3,2,2,2,0,0,0,0)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:2; 1x2:1 | f[0,2]/2: 1x1:2 | f[1,0]/2: 2x1:1; 2x3:1 | f[1,1]/2: 2x2:1; 2x3:1",EXACT_DERIVED
12,"(3,3,3,1,1,1,0,0,0)",1680,54,9,18,3,3,False,True,54,"(3,3,3,1,1,1,0,0,0)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/3: 1x1:3 | f[1,0]/1: 2x3:1 | f[1,1]/1: 2x3:1 | f[1,2]/1: 2x3:1",EXACT_DERIVED
12,"(3,3,3,2,1,0,0,0,0)",2520,73,10,17,4,3,False,True,73,"(3,3,3,2,1,0,0,0,0)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/3: 1x1:3 | f[1,0]/2: 2x3:2 | f[1,1]/1: 2x3:1",EXACT_DERIVED
12,"(3,3,3,3,0,0,0,0,0)",126,7,12,15,5,3,False,True,7,"(3,3,3,3,0,0,0,0,0)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/3: 1x1:3 | f[1,0]/3: 2x3:3",EXACT_DERIVED
12,"(4,1,1,1,1,1,1,1,1)",9,1,6,21,0,4,False,False,0,,,EXACT_DERIVED
12,"(4,2,1,1,1,1,1,1,0)",504,15,7,20,1,4,False,False,0,,,EXACT_DERIVED
12,"(4,2,2,1,1,1,1,0,0)",3780,114,8,19,2,4,False,False,0,,,EXACT_DERIVED
12,"(4,2,2,2,1,1,0,0,0)",5040,146,9,18,3,4,False,False,0,,,EXACT_DERIVED
12,"(4,2,2,2,2,0,0,0,0)",630,22,10,17,4,4,False,False,0,,,EXACT_DERIVED
12,"(4,3,1,1,1,1,1,0,0)",1512,45,9,18,2,4,False,False,0,,,EXACT_DERIVED
12,"(4,3,2,1,1,1,0,0,0)",10080,280,10,17,3,4,False,False,0,,,EXACT_DERIVED
12,"(4,3,2,2,1,0,0,0,0)",7560,213,11,16,4,4,False,False,0,,,EXACT_DERIVED
12,"(4,3,3,1,1,0,0,0,0)",3780,114,12,15,4,4,False,False,0,,,EXACT_DERIVED
12,"(4,3,3,2,0,0,0,0,0)",1512,45,13,14,5,4,False,False,0,,,EXACT_DERIVED
12,"(4,4,1,1,1,1,0,0,0)",1260,43,12,15,3,4,False,False,0,,,EXACT_DERIVED
12,"(4,4,2,1,1,0,0,0,0)",3780,114,13,14,4,4,False,False,0,,,EXACT_DERIVED
12,"(4,4,2,2,0,0,0,0,0)",756,28,14,13,5,4,False,False,0,,,EXACT_DERIVED
12,"(4,4,3,1,0,0,0,0,0)",1512,45,15,12,5,4,False,False,0,,,EXACT_DERIVED
12,"(4,4,4,0,0,0,0,0,0)",84,6,18,9,6,4,False,False,0,,,EXACT_DERIVED
12,"(5,1,1,1,1,1,1,1,0)",72,3,10,17,1,5,False,False,0,,,EXACT_DERIVED
12,"(5,2,1,1,1,1,1,0,0)",1512,45,11,16,2,5,False,False,0,,,EXACT_DERIVED
12,"(5,2,2,1,1,1,0,0,0)",5040,146,12,15,3,5,False,False,0,,,EXACT_DERIVED
12,"(5,2,2,2,1,0,0,0,0)",2520,73,13,14,4,5,False,False,0,,,EXACT_DERIVED
12,"(5,3,1,1,1,1,0,0,0)",2520,73,13,14,3,5,False,False,0,,,EXACT_DERIVED
12,"(5,3,2,1,1,0,0,0,0)",7560,213,14,13,4,5,False,False,0,,,EXACT_DERIVED
12,"(5,3,2,2,0,0,0,0,0)",1512,45,15,12,5,5,False,False,0,,,EXACT_DERIVED
12,"(5,3,3,1,0,0,0,0,0)",1512,45,16,11,5,5,False,False,0,,,EXACT_DERIVED
12,"(5,4,1,1,1,0,0,0,0)",2520,73,16,11,4,5,False,False,0,,,EXACT_DERIVED
12,"(5,4,2,1,0,0,0,0,0)",3024,84,17,10,5,5,False,False,0,,,EXACT_DERIVED
12,"(5,4,3,0,0,0,0,0,0)",504,15,19,8,6,5,False,False,0,,,EXACT_DERIVED
12,"(5,5,1,1,0,0,0,0,0)",756,28,20,7,5,5,False,False,0,,,EXACT_DERIVED
12,"(5,5,2,0,0,0,0,0,0)",252,10,21,6,6,5,False,False,0,,,EXACT_DERIVED
12,"(6,1,1,1,1,1,1,0,0)",252,10,15,12,2,6,False,False,0,,,EXACT_DERIVED
12,"(6,2,1,1,1,1,0,0,0)",2520,73,16,11,3,6,False,False,0,,,EXACT_DERIVED
12,"(6,2,2,1,1,0,0,0,0)",3780,114,17,10,4,6,False,False,0,,,EXACT_DERIVED
12,"(6,2,2,2,0,0,0,0,0)",504,17,18,9,5,6,False,False,0,,,EXACT_DERIVED
12,"(6,3,1,1,1,0,0,0,0)",2520,73,18,9,4,6,False,False,0,,,EXACT_DERIVED
12,"(6,3,2,1,0,0,0,0,0)",3024,84,19,8,5,6,False,False,0,,,EXACT_DERIVED
12,"(6,3,3,0,0,0,0,0,0)",252,10,21,6,6,6,False,False,0,,,EXACT_DERIVED
12,"(6,4,1,1,0,0,0,0,0)",1512,45,21,6,5,6,False,False,0,,,EXACT_DERIVED
12,"(6,4,2,0,0,0,0,0,0)",504,15,22,5,6,6,False,False,0,,,EXACT_DERIVED
12,"(6,5,1,0,0,0,0,0,0)",504,15,25,2,6,6,False,False,0,,,EXACT_DERIVED
12,"(6,6,0,0,0,0,0,0,0)",36,3,30,0,7,6,True,False,0,,,EXACT_DERIVED
12,"(7,1,1,1,1,1,0,0,0)",504,17,21,6,3,7,False,False,0,,,EXACT_DERIVED
12,"(7,2,1,1,1,0,0,0,0)",2520,73,22,5,4,7,False,False,0,,,EXACT_DERIVED
12,"(7,2,2,1,0,0,0,0,0)",1512,45,23,4,5,7,False,False,0,,,EXACT_DERIVED
12,"(7,3,1,1,0,0,0,0,0)",1512,45,24,3,5,7,False,False,0,,,EXACT_DERIVED
12,"(7,3,2,0,0,0,0,0,0)",504,15,25,2,6,7,False,False,0,,,EXACT_DERIVED
12,"(7,4,1,0,0,0,0,0,0)",504,15,27,0,6,7,True,False,0,,,EXACT_DERIVED
12,"(7,5,0,0,0,0,0,0,0)",72,3,31,0,7,7,True,False,0,,,EXACT_DERIVED
12,"(8,1,1,1,1,0,0,0,0)",630,22,28,0,4,8,True,False,0,,,EXACT_DERIVED
12,"(8,2,1,1,0,0,0,0,0)",1512,45,29,0,5,8,True,False,0,,,EXACT_DERIVED
12,"(8,2,2,0,0,0,0,0,0)",252,10,30,0,6,8,True,False,0,,,EXACT_DERIVED
12,"(8,3,1,0,0,0,0,0,0)",504,15,31,0,6,8,True,False,0,,,EXACT_DERIVED
12,"(8,4,0,0,0,0,0,0,0)",72,3,34,0,7,8,True,False,0,,,EXACT_DERIVED
12,"(9,1,1,1,0,0,0,0,0)",504,17,36,0,5,9,True,False,0,,,EXACT_DERIVED
12,"(9,2,1,0,0,0,0,0,0)",504,15,37,0,6,9,True,False,0,,,EXACT_DERIVED
12,"(9,3,0,0,0,0,0,0,0)",72,3,39,0,7,9,True,False,0,,,EXACT_DERIVED
13,"(10,1,1,1,0,0,0,0,0)",504,17,45,0,5,10,True,False,0,,,EXACT_DERIVED
13,"(10,2,1,0,0,0,0,0,0)",504,15,46,0,6,10,True,False,0,,,EXACT_DERIVED
13,"(10,3,0,0,0,0,0,0,0)",72,3,48,0,7,10,True,False,0,,,EXACT_DERIVED
13,"(11,1,1,0,0,0,0,0,0)",252,10,55,0,6,11,True,False,0,,,EXACT_DERIVED
13,"(11,2,0,0,0,0,0,0,0)",72,3,56,0,7,11,True,False,0,,,EXACT_DERIVED
13,"(12,1,0,0,0,0,0,0,0)",72,3,66,0,7,12,True,False,0,,,EXACT_DERIVED
13,"(13,0,0,0,0,0,0,0,0)",9,1,78,0,8,13,True,False,0,,,EXACT_DERIVED
13,"(2,2,2,2,1,1,1,1,1)",126,7,4,23,0,2,False,True,7,"(2,2,2,2,1,1,1,1,1)","f[0,0]/2: 1x1:2 | f[0,1]/2: 1x1:2 | f[0,2]/2: 1x1:2 | f[1,0]/2: 1x1:2 | f[1,1]/1: 1x2:1 | f[1,2]/1: 1x2:1 | f[2,0]/1: 1x3:1 | f[2,1]/1: 1x3:1 | f[2,2]/1: 3x3:1",EXACT_DERIVED
13,"(2,2,2,2,2,1,1,1,0)",504,17,5,22,1,2,False,True,17,"(2,2,2,2,2,1,1,1,0)","f[0,0]/2: 1x1:2 | f[0,1]/2: 1x1:2 | f[0,2]/2: 1x1:2 | f[1,0]/2: 1x1:2 | f[1,1]/2: 1x2:2 | f[1,2]/1: 2x3:1 | f[2,0]/1: 1x3:1 | f[2,1]/1: 2x3:1",EXACT_DERIVED
13,"(2,2,2,2,2,2,1,0,0)",252,10,6,21,2,2,False,True,10,"(2,2,2,2,2,2,1,0,0)","f[0,0]/2: 1x1:2 | f[0,1]/2: 1x1:2 | f[0,2]/2: 1x1:2 | f[1,0]/2: 1x1:1; 2x1:1 | f[1,1]/2: 1x2:1; 2x1:1 | f[1,2]/2: 2x1:1; 2x3:1 | f[2,0]/1: 2x3:1",EXACT_DERIVED
13,"(3,2,2,1,1,1,1,1,1)",252,10,5,22,0,3,False,True,10,"(3,2,2,1,1,1,1,1,1)","f[0,0]/3: 1x1:3 | f[0,1]/2: 1x1:2 | f[0,2]/2: 1x1:2 | f[1,0]/1: 1x1:1 | f[1,1]/1: 1x1:1 | f[1,2]/1: 2x2:1 | f[2,0]/1: 1x2:1 | f[2,1]/1: 2x3:1 | f[2,2]/1: 3x2:1",EXACT_DERIVED
13,"(3,2,2,2,1,1,1,1,0)",2520,73,6,21,1,3,False,True,73,"(3,2,2,2,1,1,1,1,0)","f[0,0]/3: 1x1:3 | f[0,1]/2: 1x1:2 | f[0,2]/2: 1x1:2 | f[1,0]/2: 1x1:1; 2x1:1 | f[1,1]/1: 1x2:1 | f[1,2]/1: 2x3:1 | f[2,0]/1: 1x3:1 | f[2,1]/1: 3x2:1",EXACT_DERIVED
13,"(3,2,2,2,2,1,1,0,0)",3780,114,7,20,2,3,False,True,114,"(3,2,2,2,2,1,1,0,0)","f[0,0]/3: 1x1:3 | f[0,1]/2: 1x1:2 | f[0,2]/2: 1x1:2 | f[1,0]/2: 1x1:1; 2x1:1 | f[1,1]/2: 1x2:1; 2x3:1 | f[1,2]/1: 3x2:1 | f[2,0]/1: 1x3:1",EXACT_DERIVED
13,"(3,2,2,2,2,2,0,0,0)",504,17,8,19,3,3,False,True,17,"(3,2,2,2,2,2,0,0,0)","f[0,0]/3: 1x1:3 | f[0,1]/2: 1x1:2 | f[0,2]/2: 1x1:2 | f[1,0]/2: 2x1:2 | f[1,1]/2: 2x1:1; 2x2:1 | f[1,2]/2: 2x2:1; 3x2:1",EXACT_DERIVED
13,"(3,3,1,1,1,1,1,1,1)",36,3,6,21,0,3,False,True,3,"(3,3,1,1,1,1,1,1,1)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/1: 1x1:1 | f[1,0]/1: 2x1:1 | f[1,1]/1: 2x1:1 | f[1,2]/1: 2x1:1 | f[2,0]/1: 2x3:1 | f[2,1]/1: 2x3:1 | f[2,2]/1: 2x1:1",EXACT_DERIVED
13,"(3,3,2,1,1,1,1,1,0)",1512,45,7,20,1,3,False,True,45,"(3,3,2,1,1,1,1,1,0)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/2: 1x1:2 | f[1,0]/1: 2x1:1 | f[1,1]/1: 2x1:1 | f[1,2]/1: 3x1:1 | f[2,0]/1: 2x3:1 | f[2,1]/1: 2x3:1",EXACT_DERIVED
13,"(3,3,2,2,1,1,1,0,0)",7560,226,8,19,2,3,False,True,226,"(3,3,2,2,1,1,1,0,0)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/2: 1x1:2 | f[1,0]/2: 2x1:1; 2x2:1 | f[1,1]/1: 2x2:1 | f[1,2]/1: 3x1:1 | f[2,0]/1: 2x3:1",EXACT_DERIVED
13,"(3,3,2,2,2,1,0,0,0)",5040,146,9,18,3,3,False,True,146,"(3,3,2,2,2,1,0,0,0)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/2: 1x1:2 | f[1,0]/2: 2x1:1; 2x2:1 | f[1,1]/2: 2x2:1; 2x3:1 | f[1,2]/1: 3x1:1",EXACT_DERIVED
13,"(3,3,3,1,1,1,1,0,0)",1260,43,9,18,2,3,False,True,43,"(3,3,3,1,1,1,1,0,0)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/3: 1x1:3 | f[1,0]/1: 2x1:1 | f[1,1]/1: 2x2:1 | f[1,2]/1: 2x3:1 | f[2,0]/1: 2x3:1",EXACT_DERIVED
13,"(3,3,3,2,1,1,0,0,0)",5040,146,10,17,3,3,False,True,146,"(3,3,3,2,1,1,0,0,0)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/3: 1x1:3 | f[1,0]/2: 2x1:1; 2x3:1 | f[1,1]/1: 2x2:1 | f[1,2]/1: 2x3:1",EXACT_DERIVED
13,"(3,3,3,2,2,0,0,0,0)",1260,43,11,16,4,3,False,True,43,"(3,3,3,2,2,0,0,0,0)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/3: 1x1:3 | f[1,0]/2: 2x1:1; 2x3:1 | f[1,1]/2: 2x2:1; 2x3:1",EXACT_DERIVED
13,"(3,3,3,3,1,0,0,0,0)",630,22,12,15,4,3,False,True,22,"(3,3,3,3,1,0,0,0,0)","f[0,0]/3: 1x1:3 | f[0,1]/3: 1x1:3 | f[0,2]/3: 1x1:3 | f[1,0]/3: 2x1:1; 2x3:2 | f[1,1]/1: 2x2:1",EXACT_DERIVED
13,"(4,2,1,1,1,1,1,1,1)",72,3,7,20,0,4,False,False,0,,,EXACT_DERIVED
13,"(4,2,2,1,1,1,1,1,0)",1512,45,8,19,1,4,False,False,0,,,EXACT_DERIVED
13,"(4,2,2,2,1,1,1,0,0)",5040,146,9,18,2,4,False,False,0,,,EXACT_DERIVED
13,"(4,2,2,2,2,1,0,0,0)",2520,73,10,17,3,4,False,False,0,,,EXACT_DERIVED
13,"(4,3,1,1,1,1,1,1,0)",504,15,9,18,1,4,False,False,0,,,EXACT_DERIVED
13,"(4,3,2,1,1,1,1,0,0)",7560,213,10,17,2,4,False,False,0,,,EXACT_DERIVED
13,"(4,3,2,2,1,1,0,0,0)",15120,426,11,16,3,4,False,False,0,,,EXACT_DERIVED
13,"(4,3,2,2,2,0,0,0,0)",2520,73,12,15,4,4,False,False,0,,,EXACT_DERIVED
13,"(4,3,3,1,1,1,0,0,0)",5040,146,12,15,3,4,False,False,0,,,EXACT_DERIVED
13,"(4,3,3,2,1,0,0,0,0)",7560,213,13,14,4,4,False,False,0,,,EXACT_DERIVED
13,"(4,3,3,3,0,0,0,0,0)",504,17,15,12,5,4,False,False,0,,,EXACT_DERIVED
13,"(4,4,1,1,1,1,1,0,0)",756,28,12,15,2,4,False,False,0,,,EXACT_DERIVED
13,"(4,4,2,1,1,1,0,0,0)",5040,146,13,14,3,4,False,False,0,,,EXACT_DERIVED
13,"(4,4,2,2,1,0,0,0,0)",3780,114,14,13,4,4,False,False,0,,,EXACT_DERIVED
13,"(4,4,3,1,1,0,0,0,0)",3780,114,15,12,4,4,False,False,0,,,EXACT_DERIVED
13,"(4,4,3,2,0,0,0,0,0)",1512,45,16,11,5,4,False,False,0,,,EXACT_DERIVED
13,"(4,4,4,1,0,0,0,0,0)",504,17,18,9,5,4,False,False,0,,,EXACT_DERIVED
13,"(5,1,1,1,1,1,1,1,1)",9,1,10,17,0,5,False,False,0,,,EXACT_DERIVED
13,"(5,2,1,1,1,1,1,1,0)",504,15,11,16,1,5,False,False,0,,,EXACT_DERIVED
13,"(5,2,2,1,1,1,1,0,0)",3780,114,12,15,2,5,False,False,0,,,EXACT_DERIVED
13,"(5,2,2,2,1,1,0,0,0)",5040,146,13,14,3,5,False,False,0,,,EXACT_DERIVED
13,"(5,2,2,2,2,0,0,0,0)",630,22,14,13,4,5,False,False,0,,,EXACT_DERIVED
13,"(5,3,1,1,1,1,1,0,0)",1512,45,13,14,2,5,False,False,0,,,EXACT_DERIVED
13,"(5,3,2,1,1,1,0,0,0)",10080,280,14,13,3,5,False,False,0,,,EXACT_DERIVED
13,"(5,3,2,2,1,0,0,0,0)",7560,213,15,12,4,5,False,False,0,,,EXACT_DERIVED
13,"(5,3,3,1,1,0,0,0,0)",3780,114,16,11,4,5,False,False,0,,,EXACT_DERIVED
13,"(5,3,3,2,0,0,0,0,0)",1512,45,17,10,5,5,False,False,0,,,EXACT_DERIVED
13,"(5,4,1,1,1,1,0,0,0)",2520,73,16,11,3,5,False,False,0,,,EXACT_DERIVED
13,"(5,4,2,1,1,0,0,0,0)",7560,213,17,10,4,5,False,False,0,,,EXACT_DERIVED
13,"(5,4,2,2,0,0,0,0,0)",1512,45,18,9,5,5,False,False,0,,,EXACT_DERIVED
13,"(5,4,3,1,0,0,0,0,0)",3024,84,19,8,5,5,False,False,0,,,EXACT_DERIVED
13,"(5,4,4,0,0,0,0,0,0)",252,10,22,5,6,5,False,False,0,,,EXACT_DERIVED
13,"(5,5,1,1,1,0,0,0,0)",1260,43,20,7,4,5,False,False,0,,,EXACT_DERIVED
13,"(5,5,2,1,0,0,0,0,0)",1512,45,21,6,5,5,False,False,0,,,EXACT_DERIVED
13,"(5,5,3,0,0,0,0,0,0)",252,10,23,4,6,5,False,False,0,,,EXACT_DERIVED
13,"(6,1,1,1,1,1,1,1,0)",72,3,15,12,1,6,False,False,0,,,EXACT_DERIVED
13,"(6,2,1,1,1,1,1,0,0)",1512,45,16,11,2,6,False,False,0,,,EXACT_DERIVED
13,"(6,2,2,1,1,1,0,0,0)",5040,146,17,10,3,6,False,False,0,,,EXACT_DERIVED
13,"(6,2,2,2,1,0,0,0,0)",2520,73,18,9,4,6,False,False,0,,,EXACT_DERIVED
13,"(6,3,1,1,1,1,0,0,0)",2520,73,18,9,3,6,False,False,0,,,EXACT_DERIVED
13,"(6,3,2,1,1,0,0,0,0)",7560,213,19,8,4,6,False,False,0,,,EXACT_DERIVED
13,"(6,3,2,2,0,0,0,0,0)",1512,45,20,7,5,6,False,False,0,,,EXACT_DERIVED
13,"(6,3,3,1,0,0,0,0,0)",1512,45,21,6,5,6,False,False,0,,,EXACT_DERIVED
13,"(6,4,1,1,1,0,0,0,0)",2520,73,21,6,4,6,False,False,0,,,EXACT_DERIVED
13,"(6,4,2,1,0,0,0,0,0)",3024,84,22,5,5,6,False,False,0,,,EXACT_DERIVED
13,"(6,4,3,0,0,0,0,0,0)",504,15,24,3,6,6,False,False,0,,,EXACT_DERIVED
13,"(6,5,1,1,0,0,0,0,0)",1512,45,25,2,5,6,False,False,0,,,EXACT_DERIVED
13,"(6,5,2,0,0,0,0,0,0)",504,15,26,1,6,6,False,False,0,,,EXACT_DERIVED
13,"(6,6,1,0,0,0,0,0,0)",252,10,30,0,6,6,True,False,0,,,EXACT_DERIVED
13,"(7,1,1,1,1,1,1,0,0)",252,10,21,6,2,7,False,False,0,,,EXACT_DERIVED
13,"(7,2,1,1,1,1,0,0,0)",2520,73,22,5,3,7,False,False,0,,,EXACT_DERIVED
13,"(7,2,2,1,1,0,0,0,0)",3780,114,23,4,4,7,False,False,0,,,EXACT_DERIVED
13,"(7,2,2,2,0,0,0,0,0)",504,17,24,3,5,7,False,False,0,,,EXACT_DERIVED
13,"(7,3,1,1,1,0,0,0,0)",2520,73,24,3,4,7,False,False,0,,,EXACT_DERIVED
13,"(7,3,2,1,0,0,0,0,0)",3024,84,25,2,5,7,False,False,0,,,EXACT_DERIVED
13,"(7,3,3,0,0,0,0,0,0)",252,10,27,0,6,7,True,False,0,,,EXACT_DERIVED
13,"(7,4,1,1,0,0,0,0,0)",1512,45,27,0,5,7,True,False,0,,,EXACT_DERIVED
13,"(7,4,2,0,0,0,0,0,0)",504,15,28,0,6,7,True,False,0,,,EXACT_DERIVED
13,"(7,5,1,0,0,0,0,0,0)",504,15,31,0,6,7,True,False,0,,,EXACT_DERIVED
13,"(7,6,0,0,0,0,0,0,0)",72,3,36,0,7,7,True,False,0,,,EXACT_DERIVED
13,"(8,1,1,1,1,1,0,0,0)",504,17,28,0,3,8,True,False,0,,,EXACT_DERIVED
13,"(8,2,1,1,1,0,0,0,0)",2520,73,29,0,4,8,True,False,0,,,EXACT_DERIVED
13,"(8,2,2,1,0,0,0,0,0)",1512,45,30,0,5,8,True,False,0,,,EXACT_DERIVED
13,"(8,3,1,1,0,0,0,0,0)",1512,45,31,0,5,8,True,False,0,,,EXACT_DERIVED
13,"(8,3,2,0,0,0,0,0,0)",504,15,32,0,6,8,True,False,0,,,EXACT_DERIVED
13,"(8,4,1,0,0,0,0,0,0)",504,15,34,0,6,8,True,False,0,,,EXACT_DERIVED
13,"(8,5,0,0,0,0,0,0,0)",72,3,38,0,7,8,True,False,0,,,EXACT_DERIVED
13,"(9,1,1,1,1,0,0,0,0)",630,22,36,0,4,9,True,False,0,,,EXACT_DERIVED
13,"(9,2,1,1,0,0,0,0,0)",1512,45,37,0,5,9,True,False,0,,,EXACT_DERIVED
13,"(9,2,2,0,0,0,0,0,0)",252,10,38,0,6,9,True,False,0,,,EXACT_DERIVED
13,"(9,3,1,0,0,0,0,0,0)",504,15,39,0,6,9,True,False,0,,,EXACT_DERIVED
13,"(9,4,0,0,0,0,0,0,0)",72,3,42,0,7,9,True,False,0,,,EXACT_DERIVED
14,"(10,1,1,1,1,0,0,0,0)",630,22,45,0,4,10,True,False,0,,,EXACT_DERIVED
14,"(10,2,1,1,0,0,0,0,0)",1512,45,46,0,5,10,True,False,0,,,EXACT_DERIVED
14,"(10,2,2,0,0,0,0,0,0)",252,10,47,0,6,10,True,False,0,,,EXACT_DERIVED
14,"(10,3,1,0,0,0,0,0,0)",504,15,48,0,6,10,True,False,0,,,EXACT_DERIVED
14,"(10,4,0,0,0,0,0,0,0)",72,3,51,0,7,10,True,False,0,,,EXACT_DERIVED
14,"(11,1,1,1,0,0,0,0,0)",504,17,55,0,5,11,True,False,0,,,EXACT_DERIVED
14,"(11,2,1,0,0,0,0,0,0)",504,15,56,0,6,11,True,False,0,,,EXACT_DERIVED
14,"(11,3,0,0,0,0,0,0,0)",72,3,58,0,7,11,True,False,0,,,EXACT_DERIVED
14,"(12,1,1,0,0,0,0,0,0)",252,10,66,0,6,12,True,False,0,,,EXACT_DERIVED
14,"(12,2,0,0,0,0,0,0,0)",72,3,67,0,7,12,True,False,0,,,EXACT_DERIVED
14,"(13,1,0,0,0,0,0,0,0)",72,3,78,0,7,13,True,False,0,,,EXACT_DERIVED
14,"(14,0,0,0,0,0,0,0,0)",9,1,91,0,8,14,True,False,0,,,EXACT_DERIVED
14,"(2,2,2,2,2,1,1,1,1)",126,7,5,22,0,2,False,True,7,"(2,2,2,2,2,1,1,1,1)","f[0,0]/2: 1x1:2 | f[0,1]/2: 1x1:2 | f[0,2]/2: 1x1:2 | f[1,0]/2: 1x1:2 | f[1,1]/2: 1x1:1; 1x2:1 | f[1,2]/1: 1x1:1 | f[2,0]/1: 1x3:1 | f[2,1]/1: 1x3:1 | f[2,2]/1: 3x3:1",EXACT_DERIVED
14,"(2,2,2,2,2,2,1,1,0)",252,10,6,21,1,2,False,True,10,"(2,2,2,2,2,2,1,1,0)","f[0,0]/2: 1x1:2 | f[0,1]/2: 1x1:2 | f[0,2]/2: 1x1:2 | f[1,0]/2: 1x1:2 | f[1,1]/2: 1x1:1; 1x2:1 | f[1,2]/2: 1x1:1; 2x3:1 | f[2,0]/1: 1x3:1 | f[2,1]/1: 2x3:1",EXACT_DERIVED
14,"(2,2,2,2,2,2,2,0,0)",36,3,7,20,2,2,False,True,3,"(2,2,2,2,2,2,2,0,0)","f[0,0]/2: 1x1:2 | f[0,1]/2: 1x1:2 | f[0,2]/2: 1x1:2 | f[1,0]/2: 1x1:2 | f[1,1]/2: 1x1:1; 1x2:1 | f[1,2]/2: 1x1:1; 2x3:1 | f[2,0]/2: 1x3:1; 2x3:1",EXACT_DERIVED
14,"(3,2,2,2,1,1,1,1,1)",504,17,6,21,0,3,False,True,17,"(3,2,2,2,1,1,1,1,1)","f[0,0]/3: 1x1:3 | f[0,1]/2: 1x1:2 | f[0,2]/2: 1x1:2 | f[1,0]/2: 1x1:2 | f[1,1]/1: 1x2:1 | f[1,2]/1: 2x2:1 | f[2,0]/1: 1x3:1 | f[2,1]/1: 1x3:1 | f[2,2]/1: 2x3:1",EXACT_DERIVED
14,"(3,2,2,2,2,1,1,1,0)",2520,73,7,20,1,3,False,True,73,"(3,2,2,2,2,1,1,1,0)","f[0,0]/3: 1x1:3 | f[0,1]/2: 1x1:2 | f[0,2]/2: 1x1:2 | f[1,0]/2: 1x1:2 | f[1,1]/2: 1x2:1; 2x2:1 | f[1,2]/1: 2x3:1 | f[2,0]/1: 1x3:1 | f[2,1]/1: 1x3:1",EXACT_DERIVED
14,"(3,2,2,2,2,2,1,0,0)",1512,45,8,19,2,3,False,True,45,"(3,2,2,2,2,2,1,0,0)","f[0,0]/3: 1x1:3 | f[0,1]/2: 1x1:2 | f[0,2]/2: 1x1:2 | f[1,0]/2: 1x1:1; 2x1:1 | f[1,1]/2: 1x2:1; 2x1:1 | f[1,2]/2: 2x2:1; 3x2:1 | f[2,0]/1: 1x3:1",EXACT_DERIVED
