comm_term,anti_term,max_abs_difference_after_normalization,normalized_dot_product,abs_normalized_dot_product,comm_scale,anti_scale,matched_rank1_term,cancels_in_half_sum_if_matched,provenance
c08,s15,2.3774071140931274e-01,-2.5786273755853188e-02,2.5786273755853188e-02,-2.4816655837252295e+00,3.7203382834740637e+00,False,False,EXACT_DERIVED
c08,s16,4.9606526954835795e-01,2.2176584811820308e-03,2.2176584811820308e-03,-2.4816655837252295e+00,-2.4555552594339427e+00,False,False,EXACT_DERIVED
c08,s17,2.6708780834535895e-01,-9.8124946951492641e-05,9.8124946951492641e-05,-2.4816655837252295e+00,-3.3112592114150203e+00,False,False,EXACT_DERIVED
c08,s18,2.4736581141936007e-01,3.0824557420097713e-02,3.0824557420097713e-02,-2.4816655837252295e+00,-3.8689415030055607e+00,False,False,EXACT_DERIVED
c08,s19,3.1179951279955231e-01,2.0770986098467559e-02,2.0770986098467559e-02,-2.4816655837252295e+00,-3.1397060552277192e+00,False,False,EXACT_DERIVED
c09,s01,2.6154689900613948e-01,9.3576616331439335e-04,9.3576616331439335e-04,2.1713080925490598e+00,3.0909200616253676e+00,False,False,EXACT_DERIVED
c09,s02,2.6184248038379410e-01,3.6645750759337309e-03,3.6645750759337309e-03,2.1713080925490598e+00,2.1113969268093742e+00,False,False,EXACT_DERIVED
c09,s03,2.6262684057022456e-01,6.3119989386001335e-03,6.3119989386001335e-03,2.1713080925490598e+00,-2.3351217510006146e+00,False,False,EXACT_DERIVED
c09,s04,3.1729026754306655e-01,-1.2489423344886891e-02,1.2489423344886891e-02,2.1713080925490598e+00,4.6789327920116177e+00,False,False,EXACT_DERIVED
c09,s05,3.3281310651205742e-01,-2.2921534763167488e-02,2.2921534763167488e-02,2.1713080925490598e+00,-3.4597650304208645e+00,False,False,EXACT_DERIVED
c09,s06,4.5098983959544553e-01,4.4443042422675320e-02,4.4443042422675320e-02,2.1713080925490598e+00,-2.1792202055039831e+00,False,False,EXACT_DERIVED
c09,s07,2.6347653748559413e-01,-5.5186409187170911e-03,5.5186409187170911e-03,2.1713080925490598e+00,2.5659582297407053e+00,False,False,EXACT_DERIVED
c09,s08,8.8816569190105443e-01,8.0923861327878148e-04,8.0923861327878148e-04,2.1713080925490598e+00,2.1925846888267437e+00,False,False,EXACT_DERIVED
c09,s09,3.1620941868806668e-01,1.5045240884675041e-03,1.5045240884675041e-03,2.1713080925490598e+00,-2.7277522670412999e+00,False,False,EXACT_DERIVED
