profile_id,alpha,beta,profile,provenance
804,"[[-1, 1], [-1, 1]]","[[-1, -1], [0, 0]]","[1, 1, 0, 0, -1, -1, 0, 0, 1, 1, 0, 0, -1, -1, 0, 0]",EXACT_DERIVED
805,"[[-1, 1], [-1, 1]]","[[-1, -1], [0, 1]]","[1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 0, -1, -1, -1, 0, 1]",EXACT_DERIVED
806,"[[-1, 1], [-1, 1]]","[[-1, -1], [1, -1]]","[1, 1, -1, 1, -1, -1, 1, -1, 1, 1, -1, 1, -1, -1, 1, -1]",EXACT_DERIVED
807,"[[-1, 1], [-1, 1]]","[[-1, -1], [1, 0]]","[1, 1, -1, 0, -1, -1, 1, 0, 1, 1, -1, 0, -1, -1, 1, 0]",EXACT_DERIVED
808,"[[-1, 1], [-1, 1]]","[[-1, -1], [1, 1]]","[1, 1, -1, -1, -1, -1, 1, 1, 1, 1, -1, -1, -1, -1, 1, 1]",EXACT_DERIVED
809,"[[-1, 1], [-1, 1]]","[[-1, 0], [-1, -1]]","[1, 0, 1, 1, -1, 0, -1, -1, 1, 0, 1, 1, -1, 0, -1, -1]",EXACT_DERIVED
810,"[[-1, 1], [-1, 1]]","[[-1, 0], [-1, 0]]","[1, 0, 1, 0, -1, 0, -1, 0, 1, 0, 1, 0, -1, 0, -1, 0]",EXACT_DERIVED
811,"[[-1, 1], [-1, 1]]","[[-1, 0], [-1, 1]]","[1, 0, 1, -1, -1, 0, -1, 1, 1, 0, 1, -1, -1, 0, -1, 1]",EXACT_DERIVED
812,"[[-1, 1], [-1, 1]]","[[-1, 0], [0, -1]]","[1, 0, 0, 1, -1, 0, 0, -1, 1, 0, 0, 1, -1, 0, 0, -1]",EXACT_DERIVED
813,"[[-1, 1], [-1, 1]]","[[-1, 0], [0, 0]]","[1, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0]",EXACT_DERIVED
814,"[[-1, 1], [-1, 1]]","[[-1, 0], [0, 1]]","[1, 0, 0, -1, -1, 0, 0, 1, 1, 0, 0, -1, -1, 0, 0, 1]",EXACT_DERIVED
815,"[[-1, 1], [-1, 1]]","[[-1, 0], [1, -1]]","[1, 0, -1, 1, -1, 0, 1, -1, 1, 0, -1, 1, -1, 0, 1, -1]",EXACT_DERIVED
816,"[[-1, 1], [-1, 1]]","[[-1, 0], [1, 0]]","[1, 0, -1, 0, -1, 0, 1, 0, 1, 0, -1, 0, -1, 0, 1, 0]",EXACT_DERIVED
817,"[[-1, 1], [-1, 1]]","[[-1, 0], [1, 1]]","[1, 0, -1, -1, -1, 0, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1]",EXACT_DERIVED
818,"[[-1, 1], [-1, 1]]","[[-1, 1], [-1, -1]]","[1, -1, 1, 1, -1, 1, -1, -1, 1, -1, 1, 1, -1, 1, -1, -1]",EXACT_DERIVED
819,"[[-1, 1], [-1, 1]]","[[-1, 1], [-1, 0]]","[1, -1, 1, 0, -1, 1, -1, 0, 1, -1, 1, 0, -1, 1, -1, 0]",EXACT_DERIVED
820,"[[-1, 1], [-1, 1]]","[[-1, 1], [-1, 1]]","[1, -1, 1, -1, -1, 1, -1, 1, 1, -1, 1, -1, -1, 1, -1, 1]",EXACT_DERIVED
821,"[[-1, 1], [-1, 1]]","[[-1, 1], [0, -1]]","[1, -1, 0, 1, -1, 1, 0, -1, 1, -1, 0, 1, -1, 1, 0, -1]",EXACT_DERIVED
822,"[[-1, 1], [-1, 1]]","[[-1, 1], [0, 0]]","[1, -1, 0, 0, -1, 1, 0, 0, 1, -1, 0, 0, -1, 1, 0, 0]",EXACT_DERIVED
823,"[[-1, 1], [-1, 1]]","[[-1, 1], [0, 1]]","[1, -1, 0, -1, -1, 1, 0, 1, 1, -1, 0, -1, -1, 1, 0, 1]",EXACT_DERIVED
824,"[[-1, 1], [-1, 1]]","[[-1, 1], [1, -1]]","[1, -1, -1, 1, -1, 1, 1, -1, 1, -1, -1, 1, -1, 1, 1, -1]",EXACT_DERIVED
825,"[[-1, 1], [-1, 1]]","[[-1, 1], [1, 0]]","[1, -1, -1, 0, -1, 1, 1, 0, 1, -1, -1, 0, -1, 1, 1, 0]",EXACT_DERIVED
826,"[[-1, 1], [-1, 1]]","[[-1, 1], [1, 1]]","[1, -1, -1, -1, -1, 1, 1, 1, 1, -1, -1, -1, -1, 1, 1, 1]",EXACT_DERIVED
827,"[[-1, 1], [-1, 1]]","[[0, -1], [-1, -1]]","[0, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 0, -1, -1, -1]",EXACT_DERIVED
828,"[[-1, 1], [-1, 1]]","[[0, -1], [-1, 0]]","[0, 1, 1, 0, 0, -1, -1, 0, 0, 1, 1, 0, 0, -1, -1, 0]",EXACT_DERIVED
829,"[[-1, 1], [-1, 1]]","[[0, -1], [-1, 1]]","[0, 1, 1, -1, 0, -1, -1, 1, 0, 1, 1, -1, 0, -1, -1, 1]",EXACT_DERIVED
830,"[[-1, 1], [-1, 1]]","[[0, -1], [0, -1]]","[0, 1, 0, 1, 0, -1, 0, -1, 0, 1, 0, 1, 0, -1, 0, -1]",EXACT_DERIVED
831,"[[-1, 1], [-1, 1]]","[[0, -1], [0, 0]]","[0, 1, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0]",EXACT_DERIVED
832,"[[-1, 1], [-1, 1]]","[[0, -1], [0, 1]]","[0, 1, 0, -1, 0, -1, 0, 1, 0, 1, 0, -1, 0, -1, 0, 1]",EXACT_DERIVED
833,"[[-1, 1], [-1, 1]]","[[0, -1], [1, -1]]","[0, 1, -1, 1, 0, -1, 1, -1, 0, 1, -1, 1, 0, -1, 1, -1]",EXACT_DERIVED
834,"[[-1, 1], [-1, 1]]","[[0, -1], [1, 0]]","[0, 1, -1, 0, 0, -1, 1, 0, 0, 1, -1, 0, 0, -1, 1, 0]",EXACT_DERIVED
835,"[[-1, 1], [-1, 1]]","[[0, -1], [1, 1]]","[0, 1, -1, -1, 0, -1, 1, 1, 0, 1, -1, -1, 0, -1, 1, 1]",EXACT_DERIVED
836,"[[-1, 1], [-1, 1]]","[[0, 0], [-1, -1]]","[0, 0, 1, 1, 0, 0, -1, -1, 0, 0, 1, 1, 0, 0, -1, -1]",EXACT_DERIVED
837,"[[-1, 1], [-1, 1]]","[[0, 0], [-1, 0]]","[0, 0, 1, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0, -1, 0]",EXACT_DERIVED
838,"[[-1, 1], [-1, 1]]","[[0, 0], [-1, 1]]","[0, 0, 1, -1, 0, 0, -1, 1, 0, 0, 1, -1, 0, 0, -1, 1]",EXACT_DERIVED
839,"[[-1, 1], [-1, 1]]","[[0, 0], [0, -1]]","[0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0, -1]",EXACT_DERIVED
840,"[[-1, 1], [0, -1]]","[[-1, -1], [-1, -1]]","[1, 1, 1, 1, -1, -1, -1, -1, 0, 0, 0, 0, 1, 1, 1, 1]",EXACT_DERIVED
841,"[[-1, 1], [0, -1]]","[[-1, -1], [-1, 0]]","[1, 1, 1, 0, -1, -1, -1, 0, 0, 0, 0, 0, 1, 1, 1, 0]",EXACT_DERIVED
842,"[[-1, 1], [0, -1]]","[[-1, -1], [-1, 1]]","[1, 1, 1, -1, -1, -1, -1, 1, 0, 0, 0, 0, 1, 1, 1, -1]",EXACT_DERIVED
843,"[[-1, 1], [0, -1]]","[[-1, -1], [0, -1]]","[1, 1, 0, 1, -1, -1, 0, -1, 0, 0, 0, 0, 1, 1, 0, 1]",EXACT_DERIVED
844,"[[-1, 1], [0, -1]]","[[-1, -1], [0, 0]]","[1, 1, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",EXACT_DERIVED
845,"[[-1, 1], [0, -1]]","[[-1, -1], [0, 1]]","[1, 1, 0, -1, -1, -1, 0, 1, 0, 0, 0, 0, 1, 1, 0, -1]",EXACT_DERIVED
846,"[[-1, 1], [0, -1]]","[[-1, -1], [1, -1]]","[1, 1, -1, 1, -1, -1, 1, -1, 0, 0, 0, 0, 1, 1, -1, 1]",EXACT_DERIVED
847,"[[-1, 1], [0, -1]]","[[-1, -1], [1, 0]]","[1, 1, -1, 0, -1, -1, 1, 0, 0, 0, 0, 0, 1, 1, -1, 0]",EXACT_DERIVED
848,"[[-1, 1], [0, -1]]","[[-1, -1], [1, 1]]","[1, 1, -1, -1, -1, -1, 1, 1, 0, 0, 0, 0, 1, 1, -1, -1]",EXACT_DERIVED
849,"[[-1, 1], [0, -1]]","[[-1, 0], [-1, -1]]","[1, 0, 1, 1, -1, 0, -1, -1, 0, 0, 0, 0, 1, 0, 1, 1]",EXACT_DERIVED
850,"[[-1, 1], [0, -1]]","[[-1, 0], [-1, 0]]","[1, 0, 1, 0, -1, 0, -1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",EXACT_DERIVED
851,"[[-1, 1], [0, -1]]","[[-1, 0], [-1, 1]]","[1, 0, 1, -1, -1, 0, -1, 1, 0, 0, 0, 0, 1, 0, 1, -1]",EXACT_DERIVED
852,"[[-1, 1], [0, -1]]","[[-1, 0], [0, -1]]","[1, 0, 0, 1, -1, 0, 0, -1, 0, 0, 0, 0, 1, 0, 0, 1]",EXACT_DERIVED
853,"[[-1, 1], [0, -1]]","[[-1, 0], [0, 0]]","[1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",EXACT_DERIVED
854,"[[-1, 1], [0, -1]]","[[-1, 0], [0, 1]]","[1, 0, 0, -1, -1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, -1]",EXACT_DERIVED
855,"[[-1, 1], [0, -1]]","[[-1, 0], [1, -1]]","[1, 0, -1, 1, -1, 0, 1, -1, 0, 0, 0, 0, 1, 0, -1, 1]",EXACT_DERIVED
856,"[[-1, 1], [0, -1]]","[[-1, 0], [1, 0]]","[1, 0, -1, 0, -1, 0, 1, 0, 0, 0, 0, 0, 1, 0, -1, 0]",EXACT_DERIVED
857,"[[-1, 1], [0, -1]]","[[-1, 0], [1, 1]]","[1, 0, -1, -1, -1, 0, 1, 1, 0, 0, 0, 0, 1, 0, -1, -1]",EXACT_DERIVED
858,"[[-1, 1], [0, -1]]","[[-1, 1], [-1, -1]]","[1, -1, 1, 1, -1, 1, -1, -1, 0, 0, 0, 0, 1, -1, 1, 1]",EXACT_DERIVED
859,"[[-1, 1], [0, -1]]","[[-1, 1], [-1, 0]]","[1, -1, 1, 0, -1, 1, -1, 0, 0, 0, 0, 0, 1, -1, 1, 0]",EXACT_DERIVED
860,"[[-1, 1], [0, -1]]","[[-1, 1], [-1, 1]]","[1, -1, 1, -1, -1, 1, -1, 1, 0, 0, 0, 0, 1, -1, 1, -1]",EXACT_DERIVED
861,"[[-1, 1], [0, -1]]","[[-1, 1], [0, -1]]","[1, -1, 0, 1, -1, 1, 0, -1, 0, 0, 0, 0, 1, -1, 0, 1]",EXACT_DERIVED
862,"[[-1, 1], [0, -1]]","[[-1, 1], [0, 0]]","[1, -1, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 1, -1, 0, 0]",EXACT_DERIVED
863,"[[-1, 1], [0, -1]]","[[-1, 1], [0, 1]]","[1, -1, 0, -1, -1, 1, 0, 1, 0, 0, 0, 0, 1, -1, 0, -1]",EXACT_DERIVED
864,"[[-1, 1], [0, -1]]","[[-1, 1], [1, -1]]","[1, -1, -1, 1, -1, 1, 1, -1, 0, 0, 0, 0, 1, -1, -1, 1]",EXACT_DERIVED
865,"[[-1, 1], [0, -1]]","[[-1, 1], [1, 0]]","[1, -1, -1, 0, -1, 1, 1, 0, 0, 0, 0, 0, 1, -1, -1, 0]",EXACT_DERIVED
866,"[[-1, 1], [0, -1]]","[[-1, 1], [1, 1]]","[1, -1, -1, -1, -1, 1, 1, 1, 0, 0, 0, 0, 1, -1, -1, -1]",EXACT_DERIVED
867,"[[-1, 1], [0, -1]]","[[0, -1], [-1, -1]]","[0, 1, 1, 1, 0, -1, -1, -1, 0, 0, 0, 0, 0, 1, 1, 1]",EXACT_DERIVED
868,"[[-1, 1], [0, -1]]","[[0, -1], [-1, 0]]","[0, 1, 1, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 1, 1, 0]",EXACT_DERIVED
869,"[[-1, 1], [0, -1]]","[[0, -1], [-1, 1]]","[0, 1, 1, -1, 0, -1, -1, 1, 0, 0, 0, 0, 0, 1, 1, -1]",EXACT_DERIVED
870,"[[-1, 1], [0, -1]]","[[0, -1], [0, -1]]","[0, 1, 0, 1, 0, -1, 0, -1, 0, 0, 0, 0, 0, 1, 0, 1]",EXACT_DERIVED
871,"[[-1, 1], [0, -1]]","[[0, -1], [0, 0]]","[0, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",EXACT_DERIVED
872,"[[-1, 1], [0, -1]]","[[0, -1], [0, 1]]","[0, 1, 0, -1, 0, -1, 0, 1, 0, 0, 0, 0, 0, 1, 0, -1]",EXACT_DERIVED
873,"[[-1, 1], [0, -1]]","[[0, -1], [1, -1]]","[0, 1, -1, 1, 0, -1, 1, -1, 0, 0, 0, 0, 0, 1, -1, 1]",EXACT_DERIVED
874,"[[-1, 1], [0, -1]]","[[0, -1], [1, 0]]","[0, 1, -1, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 1, -1, 0]",EXACT_DERIVED
875,"[[-1, 1], [0, -1]]","[[0, -1], [1, 1]]","[0, 1, -1, -1, 0, -1, 1, 1, 0, 0, 0, 0, 0, 1, -1, -1]",EXACT_DERIVED
876,"[[-1, 1], [0, -1]]","[[0, 0], [-1, -1]]","[0, 0, 1, 1, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 1, 1]",EXACT_DERIVED
877,"[[-1, 1], [0, -1]]","[[0, 0], [-1, 0]]","[0, 0, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",EXACT_DERIVED
878,"[[-1, 1], [0, -1]]","[[0, 0], [-1, 1]]","[0, 0, 1, -1, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 1, -1]",EXACT_DERIVED
879,"[[-1, 1], [0, -1]]","[[0, 0], [0, -1]]","[0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1]",EXACT_DERIVED
880,"[[-1, 1], [0, 0]]","[[-1, -1], [-1, -1]]","[1, 1, 1, 1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
881,"[[-1, 1], [0, 0]]","[[-1, -1], [-1, 0]]","[1, 1, 1, 0, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
882,"[[-1, 1], [0, 0]]","[[-1, -1], [-1, 1]]","[1, 1, 1, -1, -1, -1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
883,"[[-1, 1], [0, 0]]","[[-1, -1], [0, -1]]","[1, 1, 0, 1, -1, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
884,"[[-1, 1], [0, 0]]","[[-1, -1], [0, 0]]","[1, 1, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
885,"[[-1, 1], [0, 0]]","[[-1, -1], [0, 1]]","[1, 1, 0, -1, -1, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
886,"[[-1, 1], [0, 0]]","[[-1, -1], [1, -1]]","[1, 1, -1, 1, -1, -1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
887,"[[-1, 1], [0, 0]]","[[-1, -1], [1, 0]]","[1, 1, -1, 0, -1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
888,"[[-1, 1], [0, 0]]","[[-1, -1], [1, 1]]","[1, 1, -1, -1, -1, -1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
889,"[[-1, 1], [0, 0]]","[[-1, 0], [-1, -1]]","[1, 0, 1, 1, -1, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
890,"[[-1, 1], [0, 0]]","[[-1, 0], [-1, 0]]","[1, 0, 1, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
891,"[[-1, 1], [0, 0]]","[[-1, 0], [-1, 1]]","[1, 0, 1, -1, -1, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
892,"[[-1, 1], [0, 0]]","[[-1, 0], [0, -1]]","[1, 0, 0, 1, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
893,"[[-1, 1], [0, 0]]","[[-1, 0], [0, 0]]","[1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
894,"[[-1, 1], [0, 0]]","[[-1, 0], [0, 1]]","[1, 0, 0, -1, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
895,"[[-1, 1], [0, 0]]","[[-1, 0], [1, -1]]","[1, 0, -1, 1, -1, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
896,"[[-1, 1], [0, 0]]","[[-1, 0], [1, 0]]","[1, 0, -1, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
897,"[[-1, 1], [0, 0]]","[[-1, 0], [1, 1]]","[1, 0, -1, -1, -1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
898,"[[-1, 1], [0, 0]]","[[-1, 1], [-1, -1]]","[1, -1, 1, 1, -1, 1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
899,"[[-1, 1], [0, 0]]","[[-1, 1], [-1, 0]]","[1, -1, 1, 0, -1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
900,"[[-1, 1], [0, 0]]","[[-1, 1], [-1, 1]]","[1, -1, 1, -1, -1, 1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
901,"[[-1, 1], [0, 0]]","[[-1, 1], [0, -1]]","[1, -1, 0, 1, -1, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
902,"[[-1, 1], [0, 0]]","[[-1, 1], [0, 0]]","[1, -1, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
903,"[[-1, 1], [0, 0]]","[[-1, 1], [0, 1]]","[1, -1, 0, -1, -1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
904,"[[-1, 1], [0, 0]]","[[-1, 1], [1, -1]]","[1, -1, -1, 1, -1, 1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
905,"[[-1, 1], [0, 0]]","[[-1, 1], [1, 0]]","[1, -1, -1, 0, -1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
906,"[[-1, 1], [0, 0]]","[[-1, 1], [1, 1]]","[1, -1, -1, -1, -1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
907,"[[-1, 1], [0, 0]]","[[0, -1], [-1, -1]]","[0, 1, 1, 1, 0, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
908,"[[-1, 1], [0, 0]]","[[0, -1], [-1, 0]]","[0, 1, 1, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
909,"[[-1, 1], [0, 0]]","[[0, -1], [-1, 1]]","[0, 1, 1, -1, 0, -1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
910,"[[-1, 1], [0, 0]]","[[0, -1], [0, -1]]","[0, 1, 0, 1, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
911,"[[-1, 1], [0, 0]]","[[0, -1], [0, 0]]","[0, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
912,"[[-1, 1], [0, 0]]","[[0, -1], [0, 1]]","[0, 1, 0, -1, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
913,"[[-1, 1], [0, 0]]","[[0, -1], [1, -1]]","[0, 1, -1, 1, 0, -1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
914,"[[-1, 1], [0, 0]]","[[0, -1], [1, 0]]","[0, 1, -1, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
915,"[[-1, 1], [0, 0]]","[[0, -1], [1, 1]]","[0, 1, -1, -1, 0, -1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
916,"[[-1, 1], [0, 0]]","[[0, 0], [-1, -1]]","[0, 0, 1, 1, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
917,"[[-1, 1], [0, 0]]","[[0, 0], [-1, 0]]","[0, 0, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
918,"[[-1, 1], [0, 0]]","[[0, 0], [-1, 1]]","[0, 0, 1, -1, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
919,"[[-1, 1], [0, 0]]","[[0, 0], [0, -1]]","[0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0]",EXACT_DERIVED
920,"[[-1, 1], [0, 1]]","[[-1, -1], [-1, -1]]","[1, 1, 1, 1, -1, -1, -1, -1, 0, 0, 0, 0, -1, -1, -1, -1]",EXACT_DERIVED
921,"[[-1, 1], [0, 1]]","[[-1, -1], [-1, 0]]","[1, 1, 1, 0, -1, -1, -1, 0, 0, 0, 0, 0, -1, -1, -1, 0]",EXACT_DERIVED
922,"[[-1, 1], [0, 1]]","[[-1, -1], [-1, 1]]","[1, 1, 1, -1, -1, -1, -1, 1, 0, 0, 0, 0, -1, -1, -1, 1]",EXACT_DERIVED
923,"[[-1, 1], [0, 1]]","[[-1, -1], [0, -1]]","[1, 1, 0, 1, -1, -1, 0, -1, 0, 0, 0, 0, -1, -1, 0, -1]",EXACT_DERIVED
924,"[[-1, 1], [0, 1]]","[[-1, -1], [0, 0]]","[1, 1, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0]",EXACT_DERIVED
925,"[[-1, 1], [0, 1]]","[[-1, -1], [0, 1]]","[1, 1, 0, -1, -1, -1, 0, 1, 0, 0, 0, 0, -1, -1, 0, 1]",EXACT_DERIVED
926,"[[-1, 1], [0, 1]]","[[-1, -1], [1, -1]]","[1, 1, -1, 1, -1, -1, 1, -1, 0, 0, 0, 0, -1, -1, 1, -1]",EXACT_DERIVED
927,"[[-1, 1], [0, 1]]","[[-1, -1], [1, 0]]","[1, 1, -1, 0, -1, -1, 1, 0, 0, 0, 0, 0, -1, -1, 1, 0]",EXACT_DERIVED
928,"[[-1, 1], [0, 1]]","[[-1, -1], [1, 1]]","[1, 1, -1, -1, -1, -1, 1, 1, 0, 0, 0, 0, -1, -1, 1, 1]",EXACT_DERIVED
929,"[[-1, 1], [0, 1]]","[[-1, 0], [-1, -1]]","[1, 0, 1, 1, -1, 0, -1, -1, 0, 0, 0, 0, -1, 0, -1, -1]",EXACT_DERIVED
930,"[[-1, 1], [0, 1]]","[[-1, 0], [-1, 0]]","[1, 0, 1, 0, -1, 0, -1, 0, 0, 0, 0, 0, -1, 0, -1, 0]",EXACT_DERIVED
931,"[[-1, 1], [0, 1]]","[[-1, 0], [-1, 1]]","[1, 0, 1, -1, -1, 0, -1, 1, 0, 0, 0, 0, -1, 0, -1, 1]",EXACT_DERIVED
932,"[[-1, 1], [0, 1]]","[[-1, 0], [0, -1]]","[1, 0, 0, 1, -1, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, -1]",EXACT_DERIVED
933,"[[-1, 1], [0, 1]]","[[-1, 0], [0, 0]]","[1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0]",EXACT_DERIVED
934,"[[-1, 1], [0, 1]]","[[-1, 0], [0, 1]]","[1, 0, 0, -1, -1, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, 1]",EXACT_DERIVED
935,"[[-1, 1], [0, 1]]","[[-1, 0], [1, -1]]","[1, 0, -1, 1, -1, 0, 1, -1, 0, 0, 0, 0, -1, 0, 1, -1]",EXACT_DERIVED
936,"[[-1, 1], [0, 1]]","[[-1, 0], [1, 0]]","[1, 0, -1, 0, -1, 0, 1, 0, 0, 0, 0, 0, -1, 0, 1, 0]",EXACT_DERIVED
937,"[[-1, 1], [0, 1]]","[[-1, 0], [1, 1]]","[1, 0, -1, -1, -1, 0, 1, 1, 0, 0, 0, 0, -1, 0, 1, 1]",EXACT_DERIVED
938,"[[-1, 1], [0, 1]]","[[-1, 1], [-1, -1]]","[1, -1, 1, 1, -1, 1, -1, -1, 0, 0, 0, 0, -1, 1, -1, -1]",EXACT_DERIVED
939,"[[-1, 1], [0, 1]]","[[-1, 1], [-1, 0]]","[1, -1, 1, 0, -1, 1, -1, 0, 0, 0, 0, 0, -1, 1, -1, 0]",EXACT_DERIVED
940,"[[-1, 1], [0, 1]]","[[-1, 1], [-1, 1]]","[1, -1, 1, -1, -1, 1, -1, 1, 0, 0, 0, 0, -1, 1, -1, 1]",EXACT_DERIVED
941,"[[-1, 1], [0, 1]]","[[-1, 1], [0, -1]]","[1, -1, 0, 1, -1, 1, 0, -1, 0, 0, 0, 0, -1, 1, 0, -1]",EXACT_DERIVED
942,"[[-1, 1], [0, 1]]","[[-1, 1], [0, 0]]","[1, -1, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0]",EXACT_DERIVED
943,"[[-1, 1], [0, 1]]","[[-1, 1], [0, 1]]","[1, -1, 0, -1, -1, 1, 0, 1, 0, 0, 0, 0, -1, 1, 0, 1]",EXACT_DERIVED
944,"[[-1, 1], [0, 1]]","[[-1, 1], [1, -1]]","[1, -1, -1, 1, -1, 1, 1, -1, 0, 0, 0, 0, -1, 1, 1, -1]",EXACT_DERIVED
945,"[[-1, 1], [0, 1]]","[[-1, 1], [1, 0]]","[1, -1, -1, 0, -1, 1, 1, 0, 0, 0, 0, 0, -1, 1, 1, 0]",EXACT_DERIVED
946,"[[-1, 1], [0, 1]]","[[-1, 1], [1, 1]]","[1, -1, -1, -1, -1, 1, 1, 1, 0, 0, 0, 0, -1, 1, 1, 1]",EXACT_DERIVED
947,"[[-1, 1], [0, 1]]","[[0, -1], [-1, -1]]","[0, 1, 1, 1, 0, -1, -1, -1, 0, 0, 0, 0, 0, -1, -1, -1]",EXACT_DERIVED
948,"[[-1, 1], [0, 1]]","[[0, -1], [-1, 0]]","[0, 1, 1, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, -1, -1, 0]",EXACT_DERIVED
949,"[[-1, 1], [0, 1]]","[[0, -1], [-1, 1]]","[0, 1, 1, -1, 0, -1, -1, 1, 0, 0, 0, 0, 0, -1, -1, 1]",EXACT_DERIVED
