a_atom,a_name,b_atom,b_name,c_atom,c_name,x_atom,x_atom_name,xc_config_id,xc_orbit_id,x_live,c_relation_to_target,tensor_rhs,equation_template
0,"A[0,0]",5,"B[1,2]",5,"C[1,2]",5,"X[0,0|1,2]",50,6,False,diff_row_same_col,0,"sum_k a_k[0,0]*b_k[1,2]*c_k[1,2] = 0"
0,"A[0,0]",5,"B[1,2]",6,"C[2,0]",5,"X[0,0|1,2]",51,7,False,diff_row_diff_col,0,"sum_k a_k[0,0]*b_k[1,2]*c_k[2,0] = 0"
0,"A[0,0]",5,"B[1,2]",7,"C[2,1]",5,"X[0,0|1,2]",52,7,False,diff_row_diff_col,0,"sum_k a_k[0,0]*b_k[1,2]*c_k[2,1] = 0"
0,"A[0,0]",5,"B[1,2]",8,"C[2,2]",5,"X[0,0|1,2]",53,6,False,diff_row_same_col,0,"sum_k a_k[0,0]*b_k[1,2]*c_k[2,2] = 0"
0,"A[0,0]",6,"B[2,0]",0,"C[0,0]",6,"X[0,0|2,0]",54,4,False,exact_target,0,"sum_k a_k[0,0]*b_k[2,0]*c_k[0,0] = 0"
0,"A[0,0]",6,"B[2,0]",1,"C[0,1]",6,"X[0,0|2,0]",55,5,False,same_row_diff_col,0,"sum_k a_k[0,0]*b_k[2,0]*c_k[0,1] = 0"
0,"A[0,0]",6,"B[2,0]",2,"C[0,2]",6,"X[0,0|2,0]",56,5,False,same_row_diff_col,0,"sum_k a_k[0,0]*b_k[2,0]*c_k[0,2] = 0"
0,"A[0,0]",6,"B[2,0]",3,"C[1,0]",6,"X[0,0|2,0]",57,6,False,diff_row_same_col,0,"sum_k a_k[0,0]*b_k[2,0]*c_k[1,0] = 0"
0,"A[0,0]",6,"B[2,0]",4,"C[1,1]",6,"X[0,0|2,0]",58,7,False,diff_row_diff_col,0,"sum_k a_k[0,0]*b_k[2,0]*c_k[1,1] = 0"
0,"A[0,0]",6,"B[2,0]",5,"C[1,2]",6,"X[0,0|2,0]",59,7,False,diff_row_diff_col,0,"sum_k a_k[0,0]*b_k[2,0]*c_k[1,2] = 0"
0,"A[0,0]",6,"B[2,0]",6,"C[2,0]",6,"X[0,0|2,0]",60,6,False,diff_row_same_col,0,"sum_k a_k[0,0]*b_k[2,0]*c_k[2,0] = 0"
0,"A[0,0]",6,"B[2,0]",7,"C[2,1]",6,"X[0,0|2,0]",61,7,False,diff_row_diff_col,0,"sum_k a_k[0,0]*b_k[2,0]*c_k[2,1] = 0"
0,"A[0,0]",6,"B[2,0]",8,"C[2,2]",6,"X[0,0|2,0]",62,7,False,diff_row_diff_col,0,"sum_k a_k[0,0]*b_k[2,0]*c_k[2,2] = 0"
0,"A[0,0]",7,"B[2,1]",0,"C[0,0]",7,"X[0,0|2,1]",63,5,False,same_row_diff_col,0,"sum_k a_k[0,0]*b_k[2,1]*c_k[0,0] = 0"
0,"A[0,0]",7,"B[2,1]",1,"C[0,1]",7,"X[0,0|2,1]",64,4,False,exact_target,0,"sum_k a_k[0,0]*b_k[2,1]*c_k[0,1] = 0"
