profile_orbit_id,canonical_profile,profile_matrix,cxxc_orbit0_support,cxxc_orbit30_support,support_pair_count,max_fiber_activation,nonzero_fibers,fibers_with_0,fibers_with_1,fibers_with_2,fibers_with_3,sample_a_support,sample_b_support,is_generic_full_support_profile
191,"(0, 0, 1, 0, 1, 1, 1, 2, 1)","[[0, 0, 1], [0, 1, 1], [1, 2, 1]]",7,1,648,2,6,3,5,1,0,101/010/100,101/001/110,False
192,"(0, 0, 1, 0, 1, 1, 1, 2, 2)","[[0, 0, 1], [0, 1, 1], [1, 2, 2]]",8,2,648,2,6,3,4,2,0,101/010/100,110/100/111,False
193,"(0, 0, 1, 0, 1, 1, 1, 2, 3)","[[0, 0, 1], [0, 1, 1], [1, 2, 3]]",9,4,216,3,6,3,4,1,1,111/010/100,110/100/111,False
194,"(0, 0, 1, 0, 1, 2, 0, 1, 2)","[[0, 0, 1], [0, 1, 2], [0, 1, 2]]",7,2,2160,2,5,4,3,2,0,110/110/100,100/110/000,False
195,"(0, 0, 1, 0, 1, 2, 0, 1, 3)","[[0, 0, 1], [0, 1, 2], [0, 1, 3]]",8,4,432,3,5,4,3,1,1,111/110/100,100/110/100,False
196,"(0, 0, 1, 0, 1, 2, 0, 2, 1)","[[0, 0, 1], [0, 1, 2], [0, 2, 1]]",7,2,216,2,5,4,3,2,0,011/110/100,010/110/100,False
197,"(0, 0, 1, 0, 1, 2, 0, 2, 2)","[[0, 0, 1], [0, 1, 2], [0, 2, 2]]",8,3,432,2,5,4,2,3,0,011/110/100,100/110/110,False
198,"(0, 0, 1, 0, 1, 2, 0, 2, 3)","[[0, 0, 1], [0, 1, 2], [0, 2, 3]]",9,5,216,3,5,4,2,2,1,111/110/100,100/110/110,False
199,"(0, 0, 1, 0, 1, 2, 1, 0, 2)","[[0, 0, 1], [0, 1, 2], [1, 0, 2]]",7,2,108,2,5,4,3,2,0,101/110/100,100/101/110,False
200,"(0, 0, 1, 0, 1, 2, 1, 1, 0)","[[0, 0, 1], [0, 1, 2], [1, 1, 0]]",6,1,216,2,5,4,4,1,0,101/010/100,010/101/110,False
201,"(0, 0, 1, 0, 1, 2, 1, 1, 1)","[[0, 0, 1], [0, 1, 2], [1, 1, 1]]",7,1,648,2,6,3,5,1,0,101/010/100,100/111/110,False
202,"(0, 0, 1, 0, 1, 2, 1, 1, 2)","[[0, 0, 1], [0, 1, 2], [1, 1, 2]]",8,2,648,2,6,3,4,2,0,101/110/100,100/111/110,False
203,"(0, 0, 1, 0, 1, 2, 1, 1, 3)","[[0, 0, 1], [0, 1, 2], [1, 1, 3]]",9,4,216,3,6,3,4,1,1,111/110/100,100/101/110,False
204,"(0, 0, 1, 0, 1, 2, 1, 2, 1)","[[0, 0, 1], [0, 1, 2], [1, 2, 1]]",8,2,216,2,6,3,4,2,0,011/110/100,001/101/110,False
205,"(0, 0, 1, 0, 1, 2, 1, 2, 2)","[[0, 0, 1], [0, 1, 2], [1, 2, 2]]",9,3,432,2,6,3,3,3,0,011/110/100,100/110/111,False
206,"(0, 0, 1, 0, 1, 2, 1, 2, 3)","[[0, 0, 1], [0, 1, 2], [1, 2, 3]]",10,5,216,3,6,3,3,2,1,111/110/100,100/110/111,False
207,"(0, 0, 1, 0, 1, 3, 0, 1, 3)","[[0, 0, 1], [0, 1, 3], [0, 1, 3]]",9,6,108,3,5,4,3,0,2,111/111/100,100/110/100,False
208,"(0, 0, 1, 0, 2, 0, 0, 2, 0)","[[0, 0, 1], [0, 2, 0], [0, 2, 0]]",5,2,54,2,3,6,1,2,0,011/011/100,010/100/100,False
209,"(0, 0, 1, 0, 2, 0, 0, 2, 1)","[[0, 0, 1], [0, 2, 0], [0, 2, 1]]",6,2,108,2,4,5,2,2,0,111/011/100,010/100/100,False
210,"(0, 0, 1, 0, 2, 1, 0, 2, 1)","[[0, 0, 1], [0, 2, 1], [0, 2, 1]]",7,2,162,2,5,4,3,2,0,011/011/100,010/110/100,False
